error_id	error_type	error_layer	cx	cy	bucket20	x1	y1	x2	y2
97	Off-grid	VIA1 (12)	246.301	261.68	240-260,260-280	246.276	261.579	246.326	261.781
98	Off-grid	M2 (13)	246.301	261.68	240-260,260-280	246.246	261.574	246.356	261.786
99	Off-grid	VIA1 (12)	49.309	269.736	040-060,260-280	49.284	269.635	49.334	269.837
100	Off-grid	M2 (13)	49.309	269.736	040-060,260-280	49.254	269.63	49.364	269.842
101	Off-grid	VIA1 (12)	242.805	275.056	240-260,260-280	242.78	274.955	242.83	275.157
102	Off-grid	M2 (13)	242.805	275.056	240-260,260-280	242.75	274.95	242.86	275.162
103	Off-grid	VIA1 (12)	241.13299999999998	268.368	240-260,260-280	241.108	268.267	241.158	268.469
104	Off-grid	M2 (13)	241.13299999999998	268.368	240-260,260-280	241.078	268.262	241.188	268.474
105	Off-grid	VIA1 (12)	297.06899999999996	266.392	280-300,260-280	297.044	266.291	297.094	266.493
106	Off-grid	M2 (13)	297.069	266.392	280-300,260-280	297.014	266.286	297.124	266.498
107	Off-grid	VIA1 (12)	237.789	281.744	220-240,280-300	237.764	281.643	237.814	281.845
108	Off-grid	M2 (13)	237.789	281.744	220-240,280-300	237.734	281.638	237.844	281.85
29	Diff net spacing	M1 (11)	260.616	95.446	260-280,080-100	260.511	95.42	260.721	95.472
85	Diff net spacing	M1 (11)	259.48400000000004	225.808	240-260,220-240	259.447	225.728	259.521	225.888
86	Diff net spacing	M2 (13)	259.56600000000003	225.732	240-260,220-240	259.494	225.697	259.638	225.767
89	Diff net spacing	M1 (11)	259.48400000000004	232.192	240-260,220-240	259.447	232.112	259.521	232.272
90	Diff net spacing	M2 (13)	259.56600000000003	232.268	240-260,220-240	259.494	232.233	259.638	232.303
109	Short	M1 (11)	300.744	302.568	300-320,300-320	300.669	302.488	300.819	302.648
