ref_name	cell_name	pin_name	x	y	bucket50	line_no	point_index
SDFFARX1_RVT	u_core/core_i/id_stage_i/register_file_i/mem_reg[15][7]	CLK	220.336	80.02	200-250,050-100	25	1
SDFFARX1_RVT	u_core/core_i/id_stage_i/register_file_i/mem_reg[15][7]	CLK	220.336	80.04	200-250,050-100	25	2
SDFFARX1_RVT	u_core/core_i/id_stage_i/register_file_i/mem_reg[15][7]	CLK	220.336	80.03	200-250,050-100	25	3
SDFFARX1_RVT	u_core/core_i/id_stage_i/register_file_i/mem_reg[15][31]	RSTB	199.664	71.9795	150-200,050-100	26	1
SDFFARX1_RVT	u_core/core_i/id_stage_i/register_file_i/mem_reg[15][31]	RSTB	199.664	71.984	150-200,050-100	26	2
SDFFARX1_RVT	u_core/core_i/id_stage_i/register_file_i/mem_reg[15][31]	RSTB	199.664	71.9817	150-200,050-100	26	3
SDFFARX1_RVT	u_core/core_i/id_stage_i/register_file_i/mem_reg[14][3]	Q	80.344	119.712	050-100,100-150	27	1
SDFFARX1_RVT	u_core/core_i/id_stage_i/register_file_i/mem_reg[14][27]	RSTB	59.672	138.56	050-100,100-150	28	1
SDFFARX1_RVT	u_core/core_i/id_stage_i/register_file_i/mem_reg[14][27]	RSTB	59.672	138.5645	050-100,100-150	28	2
SDFFARX1_RVT	u_core/core_i/id_stage_i/register_file_i/mem_reg[14][27]	RSTB	59.672	138.5622	050-100,100-150	28	3
SDFFARX1_RVT	u_core/core_i/id_stage_i/register_file_i/mem_reg[13][21]	SE	220.336	144.7585	200-250,100-150	29	1
SDFFARX1_RVT	u_core/core_i/id_stage_i/register_file_i/mem_reg[13][21]	SE	220.336	144.792	200-250,100-150	29	2
SDFFARX1_RVT	u_core/core_i/id_stage_i/register_file_i/mem_reg[13][21]	SE	220.336	144.7752	200-250,100-150	29	3
SDFFARX1_RVT	u_core/core_i/id_stage_i/register_file_i/mem_reg[12][1]	SE	80.344	25.624	050-100,000-050	30	1
SDFFARX1_RVT	u_core/core_i/id_stage_i/register_file_i/mem_reg[12][1]	SE	80.344	25.6575	050-100,000-050	30	2
SDFFARX1_RVT	u_core/core_i/id_stage_i/register_file_i/mem_reg[12][1]	SE	80.344	25.6407	050-100,000-050	30	3
SDFFARX1_RVT	u_core/core_i/id_stage_i/register_file_i/mem_reg[11][9]	SE	160.296	21.0305	150-200,000-050	31	1
SDFFARX1_RVT	u_core/core_i/id_stage_i/register_file_i/mem_reg[11][9]	SE	160.296	21.064	150-200,000-050	31	2
SDFFARX1_RVT	u_core/core_i/id_stage_i/register_file_i/mem_reg[11][9]	SE	160.296	21.0472	150-200,000-050	31	3
SDFFARX1_RVT	u_core/core_i/id_stage_i/register_file_i/mem_reg[11][17]	Q	59.672	36.112	050-100,000-050	32	1
SDFFARX1_RVT	u_core/core_i/id_stage_i/register_file_i/mem_reg[11][19]	Q	59.672	39.456	050-100,000-050	33	1
SDFFARX1_RVT	u_core/core_i/id_stage_i/register_file_i/mem_reg[11][23]	SI	119.712	40.368	100-150,000-050	34	1
SDFFARX1_RVT	u_core/core_i/id_stage_i/register_file_i/mem_reg[11][23]	SI	119.712	40.4055	100-150,000-050	34	2
SDFFARX1_RVT	u_core/core_i/id_stage_i/register_file_i/mem_reg[11][23]	SI	119.712	40.3867	100-150,000-050	34	3
SDFFARX1_RVT	u_core/core_i/id_stage_i/register_file_i/mem_reg[11][23]	CLK	120.32	40.216	100-150,000-050	35	1
SDFFARX1_RVT	u_core/core_i/id_stage_i/register_file_i/mem_reg[11][23]	CLK	120.32	40.236	100-150,000-050	35	2
SDFFARX1_RVT	u_core/core_i/id_stage_i/register_file_i/mem_reg[11][23]	CLK	120.32	40.226	100-150,000-050	35	3
SDFFARX1_RVT	u_core/core_i/id_stage_i/register_file_i/mem_reg[9][11]	Q	159.688	72.896	150-200,050-100	36	1
SDFFARX1_RVT	u_core/core_i/id_stage_i/register_file_i/mem_reg[9][17]	Q	220.336	67.424	200-250,050-100	37	1
SDFFARX1_RVT	u_core/core_i/id_stage_i/register_file_i/mem_reg[9][18]	RSTB	219.576	68.6355	200-250,050-100	38	1
SDFFARX1_RVT	u_core/core_i/id_stage_i/register_file_i/mem_reg[9][18]	RSTB	219.576	68.64	200-250,050-100	38	2
SDFFARX1_RVT	u_core/core_i/id_stage_i/register_file_i/mem_reg[9][18]	RSTB	219.576	68.6377	200-250,050-100	38	3
SDFFARX1_RVT	u_core/core_i/id_stage_i/register_file_i/mem_reg[9][28]	SE	80.344	65.752	050-100,050-100	39	1
SDFFARX1_RVT	u_core/core_i/id_stage_i/register_file_i/mem_reg[9][28]	SE	80.344	65.7855	050-100,050-100	39	2
SDFFARX1_RVT	u_core/core_i/id_stage_i/register_file_i/mem_reg[9][28]	SE	80.344	65.7687	050-100,050-100	39	3
SDFFARX1_RVT	u_core/core_i/id_stage_i/register_file_i/mem_reg[7][8]	SE	159.688	162.728	150-200,150-200	40	1
SDFFARX1_RVT	u_core/core_i/id_stage_i/register_file_i/mem_reg[7][8]	SE	159.688	162.7615	150-200,150-200	40	2
SDFFARX1_RVT	u_core/core_i/id_stage_i/register_file_i/mem_reg[7][8]	SE	159.688	162.7447	150-200,150-200	40	3
SDFFARX1_RVT	u_core/core_i/id_stage_i/register_file_i/mem_reg[7][15]	CLK	159.688	166.964	150-200,150-200	41	1
SDFFARX1_RVT	u_core/core_i/id_stage_i/register_file_i/mem_reg[7][15]	CLK	159.688	166.984	150-200,150-200	41	2
SDFFARX1_RVT	u_core/core_i/id_stage_i/register_file_i/mem_reg[7][15]	CLK	159.688	166.974	150-200,150-200	41	3
SDFFARX1_RVT	u_core/core_i/id_stage_i/register_file_i/mem_reg[6][10]	QN	199.664	190.088	150-200,150-200	42	1
SDFFARX1_RVT	u_core/core_i/id_stage_i/register_file_i/mem_reg[6][24]	RSTB	220.336	175.6435	200-250,150-200	43	1
SDFFARX1_RVT	u_core/core_i/id_stage_i/register_file_i/mem_reg[6][24]	RSTB	220.336	175.648	200-250,150-200	43	2
SDFFARX1_RVT	u_core/core_i/id_stage_i/register_file_i/mem_reg[6][24]	RSTB	220.336	175.6457	200-250,150-200	43	3
SDFFARX1_RVT	u_core/core_i/id_stage_i/register_file_i/mem_reg[5][3]	RSTB	180.36	189.0195	150-200,150-200	44	1
SDFFARX1_RVT	u_core/core_i/id_stage_i/register_file_i/mem_reg[5][3]	RSTB	180.36	189.024	150-200,150-200	44	2
SDFFARX1_RVT	u_core/core_i/id_stage_i/register_file_i/mem_reg[5][3]	RSTB	180.36	189.0217	150-200,150-200	44	3
SDFFARX1_RVT	u_core/core_i/id_stage_i/register_file_i/mem_reg[5][30]	CLK	200.424	170.632	200-250,150-200	45	1
SDFFARX1_RVT	u_core/core_i/id_stage_i/register_file_i/mem_reg[5][30]	CLK	200.424	170.642	200-250,150-200	45	2
SDFFARX1_RVT	u_core/core_i/id_stage_i/register_file_i/mem_reg[3][9]	RSTB	140.384	195.7075	100-150,150-200	46	1
SDFFARX1_RVT	u_core/core_i/id_stage_i/register_file_i/mem_reg[3][9]	RSTB	140.384	195.712	100-150,150-200	46	2
SDFFARX1_RVT	u_core/core_i/id_stage_i/register_file_i/mem_reg[3][9]	RSTB	140.384	195.7097	100-150,150-200	46	3
SDFFARX1_RVT	u_core/core_i/id_stage_i/mult_operand_b_ex_o_reg[3]	SI	119.712	210.912	100-150,200-250	47	1
SDFFARX1_RVT	u_core/core_i/id_stage_i/mult_operand_b_ex_o_reg[3]	SI	119.712	210.9495	100-150,200-250	47	2
SDFFARX1_RVT	u_core/core_i/id_stage_i/mult_operand_b_ex_o_reg[3]	SI	119.712	210.9307	100-150,200-250	47	3
SDFFARX1_RVT	u_core/core_i/id_stage_i/mult_operand_b_ex_o_reg[3]	CLK	120.32	210.76	100-150,200-250	48	1
SDFFARX1_RVT	u_core/core_i/id_stage_i/mult_operand_b_ex_o_reg[3]	CLK	120.32	210.78	100-150,200-250	48	2
SDFFARX1_RVT	u_core/core_i/id_stage_i/mult_operand_b_ex_o_reg[3]	CLK	120.32	210.77	100-150,200-250	48	3
SDFFARX1_RVT	u_core/core_i/id_stage_i/mult_operand_b_ex_o_reg[2]	CLK	120.472	204.072	100-150,200-250	49	1
SDFFARX1_RVT	u_core/core_i/id_stage_i/mult_operand_b_ex_o_reg[2]	CLK	120.472	204.082	100-150,200-250	49	2
SDFFARX1_RVT	u_core/core_i/id_stage_i/mult_operand_b_ex_o_reg[4]	RSTB	100.408	212.128	100-150,200-250	50	1
SDFFARX1_RVT	u_core/core_i/id_stage_i/mult_operand_b_ex_o_reg[4]	RSTB	100.408	212.1325	100-150,200-250	50	2
SDFFARX1_RVT	u_core/core_i/id_stage_i/mult_operand_b_ex_o_reg[4]	RSTB	100.408	212.1302	100-150,200-250	50	3
SDFFARX1_RVT	u_core/core_i/id_stage_i/alu_operand_a_ex_o_reg[16]	RSTB	140.384	209.0835	100-150,200-250	51	1
SDFFARX1_RVT	u_core/core_i/id_stage_i/alu_operand_a_ex_o_reg[16]	RSTB	140.384	209.088	100-150,200-250	51	2
SDFFARX1_RVT	u_core/core_i/id_stage_i/alu_operand_a_ex_o_reg[16]	RSTB	140.384	209.0857	100-150,200-250	51	3
SDFFARX1_RVT	u_core/core_i/id_stage_i/mult_operand_a_ex_o_reg[22]	CLK	80.344	200.728	050-100,200-250	52	1
SDFFARX1_RVT	u_core/core_i/id_stage_i/mult_operand_a_ex_o_reg[22]	CLK	80.344	200.748	050-100,200-250	52	2
SDFFARX1_RVT	u_core/core_i/id_stage_i/mult_operand_a_ex_o_reg[22]	CLK	80.344	200.738	050-100,200-250	52	3
SDFFARX1_RVT	u_core/core_i/id_stage_i/alu_operand_a_ex_o_reg[2]	RSTB	180.36	208.784	150-200,200-250	53	1
SDFFARX1_RVT	u_core/core_i/id_stage_i/alu_operand_a_ex_o_reg[2]	RSTB	180.36	208.7885	150-200,200-250	53	2
SDFFARX1_RVT	u_core/core_i/id_stage_i/alu_operand_a_ex_o_reg[2]	RSTB	180.36	208.7862	150-200,200-250	53	3
SDFFARX1_RVT	u_core/core_i/id_stage_i/alu_operand_a_ex_o_reg[15]	CLK	160.448	214.104	150-200,200-250	54	1
SDFFARX1_RVT	u_core/core_i/id_stage_i/alu_operand_a_ex_o_reg[15]	CLK	160.448	214.114	150-200,200-250	54	2
SDFFARX1_RVT	u_core/core_i/id_stage_i/mult_operand_c_ex_o_reg[12]	Q	80.344	199.968	050-100,150-200	55	1
SDFFARX1_RVT	u_core/core_i/id_stage_i/mult_operand_c_ex_o_reg[26]	SE	80.344	202.856	050-100,200-250	56	1
SDFFARX1_RVT	u_core/core_i/id_stage_i/mult_operand_c_ex_o_reg[26]	SE	80.344	202.8895	050-100,200-250	56	2
SDFFARX1_RVT	u_core/core_i/id_stage_i/mult_operand_c_ex_o_reg[26]	SE	80.344	202.8727	050-100,200-250	56	3
SDFFARX1_RVT	u_core/core_i/id_stage_i/register_file_i/mem_reg[5][29]	SE	199.664	174.8545	150-200,150-200	57	1
SDFFARX1_RVT	u_core/core_i/id_stage_i/register_file_i/mem_reg[5][29]	SE	199.664	174.888	150-200,150-200	57	2
SDFFARX1_RVT	u_core/core_i/id_stage_i/register_file_i/mem_reg[5][29]	SE	199.664	174.8712	150-200,150-200	57	3
SDFFARX1_RVT	u_core/core_i/id_stage_i/register_file_i/mem_reg[2][29]	SI	119.712	170.784	100-150,150-200	58	1
SDFFARX1_RVT	u_core/core_i/id_stage_i/register_file_i/mem_reg[2][29]	SI	119.712	170.8215	100-150,150-200	58	2
SDFFARX1_RVT	u_core/core_i/id_stage_i/register_file_i/mem_reg[2][29]	SI	119.712	170.8027	100-150,150-200	58	3
SDFFARX1_RVT	u_core/core_i/id_stage_i/register_file_i/mem_reg[2][29]	CLK	120.32	170.632	100-150,150-200	59	1
SDFFARX1_RVT	u_core/core_i/id_stage_i/register_file_i/mem_reg[2][29]	CLK	120.32	170.652	100-150,150-200	59	2
SDFFARX1_RVT	u_core/core_i/id_stage_i/register_file_i/mem_reg[2][29]	CLK	120.32	170.642	100-150,150-200	59	3
SDFFARX1_RVT	u_core/core_i/id_stage_i/mult_operand_b_ex_o_reg[20]	RSTB	100.408	212.4275	100-150,200-250	60	1
SDFFARX1_RVT	u_core/core_i/id_stage_i/mult_operand_b_ex_o_reg[20]	RSTB	100.408	212.432	100-150,200-250	60	2
