u_core/core_i/id_stage_i/U498	NBUFFX4_HVT	saed32hvt_tt/NBUFFX8_HVT
u_core/core_i/cs_registers_i/ZBUF_570_inst_1936	NBUFFX4_HVT	saed32hvt_tt/NBUFFX8_HVT
u_core/core_i/U1913	INVX2_HVT	saed32hvt_tt/INVX4_HVT
u_core/core_i/U2030	NBUFFX2_HVT	saed32hvt_tt/NBUFFX4_HVT
u_core/core_i/id_stage_i/ZBUF_69_inst_3241	NBUFFX2_HVT	saed32hvt_tt/NBUFFX4_HVT
u_core/core_i/id_stage_i/ZBUF_77_inst_1849	NBUFFX2_HVT	saed32hvt_tt/NBUFFX4_HVT
u_core/core_i/U318	NBUFFX2_HVT	saed32hvt_tt/NBUFFX4_HVT
