cell_name	pin_name	point_x	point_y	point_bucket20	point_inside_hotspot	nearest_error_id	nearest_type	nearest_layer	nearest_cx	nearest_cy	nearest_bucket20	nearest_inside_hotspot	distance_um
u_core/core_i/id_stage_i/register_file_i/mem_reg[20][25]	RSTB	180.3600	64.9942	180-200,060-080	no	23	Needs fat contact	M1 (11)-M2 (13)	187.6560	62.5600	180-200,060-080	no	7.6914
u_core/core_i/id_stage_i/register_file_i/mem_reg[20][26]	SE	160.2960	57.8145	160-180,040-060	no	27	Diff net spacing	M1 (11)	172.7600	81.3195	160-180,080-100	no	26.6052
u_core/core_i/id_stage_i/register_file_i/mem_reg[20][26]	SE	160.2960	57.8480	160-180,040-060	no	27	Diff net spacing	M1 (11)	172.7600	81.3195	160-180,080-100	no	26.5756
u_core/core_i/id_stage_i/register_file_i/mem_reg[20][26]	SE	160.2960	57.8312	160-180,040-060	no	27	Diff net spacing	M1 (11)	172.7600	81.3195	160-180,080-100	no	26.5904
u_core/core_i/id_stage_i/register_file_i/mem_reg[20][31]	SE	159.6880	54.4705	140-160,040-060	no	23	Needs fat contact	M1 (11)-M2 (13)	187.6560	62.5600	180-200,060-080	no	29.1144
u_core/core_i/id_stage_i/register_file_i/mem_reg[20][31]	SE	159.6880	54.5040	140-160,040-060	no	23	Needs fat contact	M1 (11)-M2 (13)	187.6560	62.5600	180-200,060-080	no	29.1051
u_core/core_i/id_stage_i/register_file_i/mem_reg[20][31]	SE	159.6880	54.4872	140-160,040-060	no	23	Needs fat contact	M1 (11)-M2 (13)	187.6560	62.5600	180-200,060-080	no	29.1098
u_core/core_i/id_stage_i/register_file_i/mem_reg[19][1]	RSTB	199.6640	34.8960	180-200,020-040	no	7	Needs fat contact	M1 (11)-M2 (13)	195.7120	39.1520	180-200,020-040	no	5.8079
u_core/core_i/id_stage_i/register_file_i/mem_reg[19][1]	RSTB	199.6640	34.9005	180-200,020-040	no	7	Needs fat contact	M1 (11)-M2 (13)	195.7120	39.1520	180-200,020-040	no	5.8046
u_core/core_i/id_stage_i/register_file_i/mem_reg[19][1]	RSTB	199.6640	34.8982	180-200,020-040	no	7	Needs fat contact	M1 (11)-M2 (13)	195.7120	39.1520	180-200,020-040	no	5.8063
u_core/core_i/id_stage_i/register_file_i/mem_reg[19][14]	Q	199.6640	29.4240	180-200,020-040	no	1	Diff net spacing	M1 (11)	192.9760	31.1595	180-200,020-040	no	6.9095
u_core/core_i/id_stage_i/register_file_i/mem_reg[18][10]	QN	119.7120	26.2320	100-120,020-040	no	0	Needs fat contact	M1 (11)-M2 (13)	125.3360	22.4320	120-140,020-040	no	6.7874
u_core/core_i/id_stage_i/register_file_i/mem_reg[18][13]	RSTB	140.3840	28.2080	140-160,020-040	no	0	Needs fat contact	M1 (11)-M2 (13)	125.3360	22.4320	120-140,020-040	no	16.1185
u_core/core_i/id_stage_i/register_file_i/mem_reg[18][13]	RSTB	140.3840	28.2125	140-160,020-040	no	0	Needs fat contact	M1 (11)-M2 (13)	125.3360	22.4320	120-140,020-040	no	16.1201
u_core/core_i/id_stage_i/register_file_i/mem_reg[18][13]	RSTB	140.3840	28.2102	140-160,020-040	no	0	Needs fat contact	M1 (11)-M2 (13)	125.3360	22.4320	120-140,020-040	no	16.1192
u_core/core_i/id_stage_i/register_file_i/mem_reg[18][18]	RSTB	159.6880	31.5520	140-160,020-040	no	6	Needs fat contact	M1 (11)-M2 (13)	191.6080	37.6320	180-200,020-040	no	32.4939
u_core/core_i/id_stage_i/register_file_i/mem_reg[18][18]	RSTB	159.6880	31.5565	140-160,020-040	no	6	Needs fat contact	M1 (11)-M2 (13)	191.6080	37.6320	180-200,020-040	no	32.4930
u_core/core_i/id_stage_i/register_file_i/mem_reg[18][18]	RSTB	159.6880	31.5542	140-160,020-040	no	6	Needs fat contact	M1 (11)-M2 (13)	191.6080	37.6320	180-200,020-040	no	32.4935
u_core/core_i/id_stage_i/register_file_i/mem_reg[17][4]	RSTB	159.6880	75.0240	140-160,060-080	no	39	Off-grid	M1 (11)	155.9080	84.4225	140-160,080-100	no	10.1302
u_core/core_i/id_stage_i/register_file_i/mem_reg[17][4]	RSTB	159.6880	75.0285	140-160,060-080	no	39	Off-grid	M1 (11)	155.9080	84.4225	140-160,080-100	no	10.1260
u_core/core_i/id_stage_i/register_file_i/mem_reg[17][4]	RSTB	159.6880	75.0262	140-160,060-080	no	39	Off-grid	M1 (11)	155.9080	84.4225	140-160,080-100	no	10.1281
u_core/core_i/id_stage_i/register_file_i/mem_reg[16][18]	RSTB	119.7120	51.9155	100-120,040-060	no	13	Diff net spacing	M1 (11)	119.4080	55.6565	100-120,040-060	no	3.7533
u_core/core_i/id_stage_i/register_file_i/mem_reg[16][18]	RSTB	119.7120	51.9200	100-120,040-060	no	13	Diff net spacing	M1 (11)	119.4080	55.6565	100-120,040-060	no	3.7488
u_core/core_i/id_stage_i/register_file_i/mem_reg[16][18]	RSTB	119.7120	51.9177	100-120,040-060	no	13	Diff net spacing	M1 (11)	119.4080	55.6565	100-120,040-060	no	3.7511
u_core/core_i/id_stage_i/register_file_i/mem_reg[16][25]	CLK	119.7120	53.5920	100-120,040-060	no	13	Diff net spacing	M1 (11)	119.4080	55.6565	100-120,040-060	no	2.0868
u_core/core_i/id_stage_i/register_file_i/mem_reg[16][25]	CLK	119.7120	53.6120	100-120,040-060	no	13	Diff net spacing	M1 (11)	119.4080	55.6565	100-120,040-060	no	2.0670
u_core/core_i/id_stage_i/register_file_i/mem_reg[16][25]	CLK	119.7120	53.6020	100-120,040-060	no	13	Diff net spacing	M1 (11)	119.4080	55.6565	100-120,040-060	no	2.0769
u_core/core_i/id_stage_i/register_file_i/mem_reg[15][7]	CLK	220.3360	80.0200	220-240,080-100	no	31	Needs fat contact	M1 (11)-M2 (13)	221.2480	79.2800	220-240,060-080	no	1.1745
u_core/core_i/id_stage_i/register_file_i/mem_reg[15][7]	CLK	220.3360	80.0400	220-240,080-100	no	31	Needs fat contact	M1 (11)-M2 (13)	221.2480	79.2800	220-240,060-080	no	1.1872
u_core/core_i/id_stage_i/register_file_i/mem_reg[15][7]	CLK	220.3360	80.0300	220-240,080-100	no	31	Needs fat contact	M1 (11)-M2 (13)	221.2480	79.2800	220-240,060-080	no	1.1808
u_core/core_i/id_stage_i/register_file_i/mem_reg[15][31]	RSTB	199.6640	71.9795	180-200,060-080	no	28	Needs fat contact	M1 (11)-M2 (13)	193.4320	77.7600	180-200,060-080	no	8.5001
u_core/core_i/id_stage_i/register_file_i/mem_reg[15][31]	RSTB	199.6640	71.9840	180-200,060-080	no	28	Needs fat contact	M1 (11)-M2 (13)	193.4320	77.7600	180-200,060-080	no	8.4971
u_core/core_i/id_stage_i/register_file_i/mem_reg[15][31]	RSTB	199.6640	71.9817	180-200,060-080	no	28	Needs fat contact	M1 (11)-M2 (13)	193.4320	77.7600	180-200,060-080	no	8.4986
u_core/core_i/id_stage_i/register_file_i/mem_reg[14][3]	Q	80.3440	119.7120	080-100,100-120	no	69	Off-grid	M1 (11)	108.7880	126.1215	100-120,120-140	no	29.1572
u_core/core_i/id_stage_i/register_file_i/mem_reg[14][27]	RSTB	59.6720	138.5600	040-060,120-140	no	68	Needs fat contact	M1 (11)-M2 (13)	36.1120	122.7520	020-040,120-140	no	28.3719
u_core/core_i/id_stage_i/register_file_i/mem_reg[14][27]	RSTB	59.6720	138.5645	040-060,120-140	no	68	Needs fat contact	M1 (11)-M2 (13)	36.1120	122.7520	020-040,120-140	no	28.3744
u_core/core_i/id_stage_i/register_file_i/mem_reg[14][27]	RSTB	59.6720	138.5622	040-060,120-140	no	68	Needs fat contact	M1 (11)-M2 (13)	36.1120	122.7520	020-040,120-140	no	28.3732
u_core/core_i/id_stage_i/register_file_i/mem_reg[13][21]	SE	220.3360	144.7585	220-240,140-160	no	96	Needs fat contact	M1 (11)-M2 (13)	210.6080	144.6400	200-220,140-160	no	9.7287
u_core/core_i/id_stage_i/register_file_i/mem_reg[13][21]	SE	220.3360	144.7920	220-240,140-160	no	96	Needs fat contact	M1 (11)-M2 (13)	210.6080	144.6400	200-220,140-160	no	9.7292
u_core/core_i/id_stage_i/register_file_i/mem_reg[13][21]	SE	220.3360	144.7752	220-240,140-160	no	96	Needs fat contact	M1 (11)-M2 (13)	210.6080	144.6400	200-220,140-160	no	9.7289
u_core/core_i/id_stage_i/register_file_i/mem_reg[12][1]	SE	80.3440	25.6240	080-100,020-040	no	3	Needs fat contact	M1 (11)-M2 (13)	73.3520	35.8080	060-080,020-040	no	12.3532
u_core/core_i/id_stage_i/register_file_i/mem_reg[12][1]	SE	80.3440	25.6575	080-100,020-040	no	3	Needs fat contact	M1 (11)-M2 (13)	73.3520	35.8080	060-080,020-040	no	12.3256
u_core/core_i/id_stage_i/register_file_i/mem_reg[12][1]	SE	80.3440	25.6407	080-100,020-040	no	3	Needs fat contact	M1 (11)-M2 (13)	73.3520	35.8080	060-080,020-040	no	12.3395
u_core/core_i/id_stage_i/register_file_i/mem_reg[11][9]	SE	160.2960	21.0305	160-180,020-040	no	1	Diff net spacing	M1 (11)	192.9760	31.1595	180-200,020-040	no	34.2137
u_core/core_i/id_stage_i/register_file_i/mem_reg[11][9]	SE	160.2960	21.0640	160-180,020-040	no	1	Diff net spacing	M1 (11)	192.9760	31.1595	180-200,020-040	no	34.2038
u_core/core_i/id_stage_i/register_file_i/mem_reg[11][9]	SE	160.2960	21.0472	160-180,020-040	no	1	Diff net spacing	M1 (11)	192.9760	31.1595	180-200,020-040	no	34.2088
u_core/core_i/id_stage_i/register_file_i/mem_reg[11][17]	Q	59.6720	36.1120	040-060,020-040	no	3	Needs fat contact	M1 (11)-M2 (13)	73.3520	35.8080	060-080,020-040	no	13.6834
u_core/core_i/id_stage_i/register_file_i/mem_reg[11][19]	Q	59.6720	39.4560	040-060,020-040	no	3	Needs fat contact	M1 (11)-M2 (13)	73.3520	35.8080	060-080,020-040	no	14.1580
u_core/core_i/id_stage_i/register_file_i/mem_reg[11][23]	SI	119.7120	40.3680	100-120,040-060	no	13	Diff net spacing	M1 (11)	119.4080	55.6565	100-120,040-060	no	15.2915
u_core/core_i/id_stage_i/register_file_i/mem_reg[11][23]	SI	119.7120	40.4055	100-120,040-060	no	13	Diff net spacing	M1 (11)	119.4080	55.6565	100-120,040-060	no	15.2540
u_core/core_i/id_stage_i/register_file_i/mem_reg[11][23]	SI	119.7120	40.3867	100-120,040-060	no	13	Diff net spacing	M1 (11)	119.4080	55.6565	100-120,040-060	no	15.2728
u_core/core_i/id_stage_i/register_file_i/mem_reg[11][23]	CLK	120.3200	40.2160	120-140,040-060	no	13	Diff net spacing	M1 (11)	119.4080	55.6565	100-120,040-060	no	15.4674
u_core/core_i/id_stage_i/register_file_i/mem_reg[11][23]	CLK	120.3200	40.2360	120-140,040-060	no	13	Diff net spacing	M1 (11)	119.4080	55.6565	100-120,040-060	no	15.4474
u_core/core_i/id_stage_i/register_file_i/mem_reg[11][23]	CLK	120.3200	40.2260	120-140,040-060	no	13	Diff net spacing	M1 (11)	119.4080	55.6565	100-120,040-060	no	15.4574
u_core/core_i/id_stage_i/register_file_i/mem_reg[9][11]	Q	159.6880	72.8960	140-160,060-080	no	39	Off-grid	M1 (11)	155.9080	84.4225	140-160,080-100	no	12.1305
u_core/core_i/id_stage_i/register_file_i/mem_reg[9][17]	Q	220.3360	67.4240	220-240,060-080	no	31	Needs fat contact	M1 (11)-M2 (13)	221.2480	79.2800	220-240,060-080	no	11.8910
u_core/core_i/id_stage_i/register_file_i/mem_reg[9][18]	RSTB	219.5760	68.6355	200-220,060-080	no	31	Needs fat contact	M1 (11)-M2 (13)	221.2480	79.2800	220-240,060-080	no	10.7750
u_core/core_i/id_stage_i/register_file_i/mem_reg[9][18]	RSTB	219.5760	68.6400	200-220,060-080	no	31	Needs fat contact	M1 (11)-M2 (13)	221.2480	79.2800	220-240,060-080	no	10.7706
u_core/core_i/id_stage_i/register_file_i/mem_reg[9][18]	RSTB	219.5760	68.6377	200-220,060-080	no	31	Needs fat contact	M1 (11)-M2 (13)	221.2480	79.2800	220-240,060-080	no	10.7728
u_core/core_i/id_stage_i/register_file_i/mem_reg[9][28]	SE	80.3440	65.7520	080-100,060-080	no	4	Diff net spacing	M1 (11)	102.5360	45.6245	100-120,040-060	no	29.9600
u_core/core_i/id_stage_i/register_file_i/mem_reg[9][28]	SE	80.3440	65.7855	080-100,060-080	no	4	Diff net spacing	M1 (11)	102.5360	45.6245	100-120,040-060	no	29.9825
u_core/core_i/id_stage_i/register_file_i/mem_reg[9][28]	SE	80.3440	65.7687	080-100,060-080	no	4	Diff net spacing	M1 (11)	102.5360	45.6245	100-120,040-060	no	29.9712
u_core/core_i/id_stage_i/register_file_i/mem_reg[7][8]	SE	159.6880	162.7280	140-160,160-180	no	110	Off-grid	VIA1 (12)	163.6380	158.1680	160-180,140-160	no	6.0329
u_core/core_i/id_stage_i/register_file_i/mem_reg[7][8]	SE	159.6880	162.7615	140-160,160-180	no	110	Off-grid	VIA1 (12)	163.6380	158.1680	160-180,140-160	no	6.0583
u_core/core_i/id_stage_i/register_file_i/mem_reg[7][8]	SE	159.6880	162.7447	140-160,160-180	no	110	Off-grid	VIA1 (12)	163.6380	158.1680	160-180,140-160	no	6.0456
u_core/core_i/id_stage_i/register_file_i/mem_reg[7][15]	CLK	159.6880	166.9640	140-160,160-180	no	110	Off-grid	VIA1 (12)	163.6380	158.1680	160-180,140-160	no	9.6422
u_core/core_i/id_stage_i/register_file_i/mem_reg[7][15]	CLK	159.6880	166.9840	140-160,160-180	no	110	Off-grid	VIA1 (12)	163.6380	158.1680	160-180,140-160	no	9.6605
u_core/core_i/id_stage_i/register_file_i/mem_reg[7][15]	CLK	159.6880	166.9740	140-160,160-180	no	110	Off-grid	VIA1 (12)	163.6380	158.1680	160-180,140-160	no	9.6513
u_core/core_i/id_stage_i/register_file_i/mem_reg[6][10]	QN	199.6640	190.0880	180-200,180-200	no	134	Off-grid	VIA1 (12)	200.7030	191.4560	200-220,180-200	no	1.7178
u_core/core_i/id_stage_i/register_file_i/mem_reg[6][24]	RSTB	220.3360	175.6435	220-240,160-180	no	117	Off-grid	VIA1 (12)	218.3330	162.8800	200-220,160-180	no	12.9197
u_core/core_i/id_stage_i/register_file_i/mem_reg[6][24]	RSTB	220.3360	175.6480	220-240,160-180	no	117	Off-grid	VIA1 (12)	218.3330	162.8800	200-220,160-180	no	12.9242
u_core/core_i/id_stage_i/register_file_i/mem_reg[6][24]	RSTB	220.3360	175.6457	220-240,160-180	no	117	Off-grid	VIA1 (12)	218.3330	162.8800	200-220,160-180	no	12.9219
u_core/core_i/id_stage_i/register_file_i/mem_reg[5][3]	RSTB	180.3600	189.0195	180-200,180-200	no	125	Diff net spacing	M1 (11)	169.5680	171.6075	160-180,160-180	no	20.4852
u_core/core_i/id_stage_i/register_file_i/mem_reg[5][3]	RSTB	180.3600	189.0240	180-200,180-200	no	134	Off-grid	VIA1 (12)	200.7030	191.4560	200-220,180-200	no	20.4879
u_core/core_i/id_stage_i/register_file_i/mem_reg[5][3]	RSTB	180.3600	189.0217	180-200,180-200	no	125	Diff net spacing	M1 (11)	169.5680	171.6075	160-180,160-180	no	20.4871
u_core/core_i/id_stage_i/register_file_i/mem_reg[5][30]	CLK	200.4240	170.6320	200-220,160-180	no	126	Off-grid	M2 (13)	187.7810	168.0480	180-200,160-180	no	12.9044
u_core/core_i/id_stage_i/register_file_i/mem_reg[5][30]	CLK	200.4240	170.6420	200-220,160-180	no	126	Off-grid	M2 (13)	187.7810	168.0480	180-200,160-180	no	12.9064
u_core/core_i/id_stage_i/register_file_i/mem_reg[3][9]	RSTB	140.3840	195.7075	140-160,180-200	no	158	Off-grid	M1 (11)	138.6425	208.3250	120-140,200-220	no	12.7371
u_core/core_i/id_stage_i/register_file_i/mem_reg[3][9]	RSTB	140.3840	195.7120	140-160,180-200	no	158	Off-grid	M1 (11)	138.6425	208.3250	120-140,200-220	no	12.7327
u_core/core_i/id_stage_i/register_file_i/mem_reg[3][9]	RSTB	140.3840	195.7097	140-160,180-200	no	158	Off-grid	M1 (11)	138.6425	208.3250	120-140,200-220	no	12.7349
u_core/core_i/id_stage_i/mult_operand_b_ex_o_reg[3]	SI	119.7120	210.9120	100-120,200-220	no	157	Diff net spacing	M1 (11)	138.4840	208.3280	120-140,200-220	no	18.9490
u_core/core_i/id_stage_i/mult_operand_b_ex_o_reg[3]	SI	119.7120	210.9495	100-120,200-220	no	157	Diff net spacing	M1 (11)	138.4840	208.3280	120-140,200-220	no	18.9542
u_core/core_i/id_stage_i/mult_operand_b_ex_o_reg[3]	SI	119.7120	210.9307	100-120,200-220	no	157	Diff net spacing	M1 (11)	138.4840	208.3280	120-140,200-220	no	18.9516
u_core/core_i/id_stage_i/mult_operand_b_ex_o_reg[3]	CLK	120.3200	210.7600	120-140,200-220	no	157	Diff net spacing	M1 (11)	138.4840	208.3280	120-140,200-220	no	18.3261
u_core/core_i/id_stage_i/mult_operand_b_ex_o_reg[3]	CLK	120.3200	210.7800	120-140,200-220	no	157	Diff net spacing	M1 (11)	138.4840	208.3280	120-140,200-220	no	18.3288
u_core/core_i/id_stage_i/mult_operand_b_ex_o_reg[3]	CLK	120.3200	210.7700	120-140,200-220	no	157	Diff net spacing	M1 (11)	138.4840	208.3280	120-140,200-220	no	18.3274
u_core/core_i/id_stage_i/mult_operand_b_ex_o_reg[2]	CLK	120.4720	204.0720	120-140,200-220	no	157	Diff net spacing	M1 (11)	138.4840	208.3280	120-140,200-220	no	18.5080
u_core/core_i/id_stage_i/mult_operand_b_ex_o_reg[2]	CLK	120.4720	204.0820	120-140,200-220	no	157	Diff net spacing	M1 (11)	138.4840	208.3280	120-140,200-220	no	18.5057
u_core/core_i/id_stage_i/mult_operand_b_ex_o_reg[4]	RSTB	100.4080	212.1280	100-120,200-220	no	193	Off-grid	M1 (11)	101.1680	229.6080	100-120,220-240	no	17.4965
u_core/core_i/id_stage_i/mult_operand_b_ex_o_reg[4]	RSTB	100.4080	212.1325	100-120,200-220	no	193	Off-grid	M1 (11)	101.1680	229.6080	100-120,220-240	no	17.4920
u_core/core_i/id_stage_i/mult_operand_b_ex_o_reg[4]	RSTB	100.4080	212.1302	100-120,200-220	no	193	Off-grid	M1 (11)	101.1680	229.6080	100-120,220-240	no	17.4943
u_core/core_i/id_stage_i/alu_operand_a_ex_o_reg[16]	RSTB	140.3840	209.0835	140-160,200-220	no	158	Off-grid	M1 (11)	138.6425	208.3250	120-140,200-220	no	1.8995
u_core/core_i/id_stage_i/alu_operand_a_ex_o_reg[16]	RSTB	140.3840	209.0880	140-160,200-220	no	158	Off-grid	M1 (11)	138.6425	208.3250	120-140,200-220	no	1.9013
u_core/core_i/id_stage_i/alu_operand_a_ex_o_reg[16]	RSTB	140.3840	209.0857	140-160,200-220	no	158	Off-grid	M1 (11)	138.6425	208.3250	120-140,200-220	no	1.9004
u_core/core_i/id_stage_i/mult_operand_a_ex_o_reg[22]	CLK	80.3440	200.7280	080-100,200-220	no	156	Diff net spacing	M1 (11)	62.7120	215.0795	060-080,200-220	no	22.7344
u_core/core_i/id_stage_i/mult_operand_a_ex_o_reg[22]	CLK	80.3440	200.7480	080-100,200-220	no	156	Diff net spacing	M1 (11)	62.7120	215.0795	060-080,200-220	no	22.7218
u_core/core_i/id_stage_i/mult_operand_a_ex_o_reg[22]	CLK	80.3440	200.7380	080-100,200-220	no	156	Diff net spacing	M1 (11)	62.7120	215.0795	060-080,200-220	no	22.7281
u_core/core_i/id_stage_i/alu_operand_a_ex_o_reg[2]	RSTB	180.3600	208.7840	180-200,200-220	no	136	Needs fat contact	M1 (11)-M2 (13)	200.7280	192.9760	200-220,180-200	no	25.7827
u_core/core_i/id_stage_i/alu_operand_a_ex_o_reg[2]	RSTB	180.3600	208.7885	180-200,200-220	no	136	Needs fat contact	M1 (11)-M2 (13)	200.7280	192.9760	200-220,180-200	no	25.7855
u_core/core_i/id_stage_i/alu_operand_a_ex_o_reg[2]	RSTB	180.3600	208.7862	180-200,200-220	no	136	Needs fat contact	M1 (11)-M2 (13)	200.7280	192.9760	200-220,180-200	no	25.7841
u_core/core_i/id_stage_i/alu_operand_a_ex_o_reg[15]	CLK	160.4480	214.1040	160-180,200-220	no	158	Off-grid	M1 (11)	138.6425	208.3250	120-140,200-220	no	22.5583
u_core/core_i/id_stage_i/alu_operand_a_ex_o_reg[15]	CLK	160.4480	214.1140	160-180,200-220	no	158	Off-grid	M1 (11)	138.6425	208.3250	120-140,200-220	no	22.5609
u_core/core_i/id_stage_i/mult_operand_c_ex_o_reg[12]	Q	80.3440	199.9680	080-100,180-200	no	156	Diff net spacing	M1 (11)	62.7120	215.0795	060-080,200-220	no	23.2216
u_core/core_i/id_stage_i/mult_operand_c_ex_o_reg[26]	SE	80.3440	202.8560	080-100,200-220	no	156	Diff net spacing	M1 (11)	62.7120	215.0795	060-080,200-220	no	21.4546
u_core/core_i/id_stage_i/mult_operand_c_ex_o_reg[26]	SE	80.3440	202.8895	080-100,200-220	no	156	Diff net spacing	M1 (11)	62.7120	215.0795	060-080,200-220	no	21.4356
u_core/core_i/id_stage_i/mult_operand_c_ex_o_reg[26]	SE	80.3440	202.8727	080-100,200-220	no	156	Diff net spacing	M1 (11)	62.7120	215.0795	060-080,200-220	no	21.4451
u_core/core_i/id_stage_i/register_file_i/mem_reg[5][29]	SE	199.6640	174.8545	180-200,160-180	no	126	Off-grid	M2 (13)	187.7810	168.0480	180-200,160-180	no	13.6943
u_core/core_i/id_stage_i/register_file_i/mem_reg[5][29]	SE	199.6640	174.8880	180-200,160-180	no	126	Off-grid	M2 (13)	187.7810	168.0480	180-200,160-180	no	13.7110
u_core/core_i/id_stage_i/register_file_i/mem_reg[5][29]	SE	199.6640	174.8712	180-200,160-180	no	126	Off-grid	M2 (13)	187.7810	168.0480	180-200,160-180	no	13.7026
u_core/core_i/id_stage_i/register_file_i/mem_reg[2][29]	SI	119.7120	170.7840	100-120,160-180	no	157	Diff net spacing	M1 (11)	138.4840	208.3280	120-140,200-220	no	41.9755
u_core/core_i/id_stage_i/register_file_i/mem_reg[2][29]	SI	119.7120	170.8215	100-120,160-180	no	157	Diff net spacing	M1 (11)	138.4840	208.3280	120-140,200-220	no	41.9419
u_core/core_i/id_stage_i/register_file_i/mem_reg[2][29]	SI	119.7120	170.8027	100-120,160-180	no	157	Diff net spacing	M1 (11)	138.4840	208.3280	120-140,200-220	no	41.9587
u_core/core_i/id_stage_i/register_file_i/mem_reg[2][29]	CLK	120.3200	170.6320	120-140,160-180	no	157	Diff net spacing	M1 (11)	138.4840	208.3280	120-140,200-220	no	41.8440
u_core/core_i/id_stage_i/register_file_i/mem_reg[2][29]	CLK	120.3200	170.6520	120-140,160-180	no	157	Diff net spacing	M1 (11)	138.4840	208.3280	120-140,200-220	no	41.8260
u_core/core_i/id_stage_i/register_file_i/mem_reg[2][29]	CLK	120.3200	170.6420	120-140,160-180	no	157	Diff net spacing	M1 (11)	138.4840	208.3280	120-140,200-220	no	41.8350
u_core/core_i/id_stage_i/mult_operand_b_ex_o_reg[20]	RSTB	100.4080	212.4275	100-120,200-220	no	193	Off-grid	M1 (11)	101.1680	229.6080	100-120,220-240	no	17.1973
u_core/core_i/id_stage_i/mult_operand_b_ex_o_reg[20]	RSTB	100.4080	212.4320	100-120,200-220	no	193	Off-grid	M1 (11)	101.1680	229.6080	100-120,220-240	no	17.1928
u_core/core_i/id_stage_i/mult_operand_b_ex_o_reg[20]	RSTB	100.4080	212.4297	100-120,200-220	no	193	Off-grid	M1 (11)	101.1680	229.6080	100-120,220-240	no	17.1951
u_core/core_i/id_stage_i/alu_operand_b_ex_o_reg[6]	Q	159.6880	220.0320	140-160,220-240	no	158	Off-grid	M1 (11)	138.6425	208.3250	120-140,200-220	no	24.0825
u_core/core_i/id_stage_i/alu_operand_a_ex_o_reg[1]	RSTB	179.6000	202.3955	160-180,200-220	no	136	Needs fat contact	M1 (11)-M2 (13)	200.7280	192.9760	200-220,180-200	no	23.1326
u_core/core_i/id_stage_i/alu_operand_a_ex_o_reg[1]	RSTB	179.6000	202.4000	160-180,200-220	no	136	Needs fat contact	M1 (11)-M2 (13)	200.7280	192.9760	200-220,180-200	no	23.1345
u_core/core_i/id_stage_i/alu_operand_a_ex_o_reg[1]	RSTB	179.6000	202.3977	160-180,200-220	no	136	Needs fat contact	M1 (11)-M2 (13)	200.7280	192.9760	200-220,180-200	no	23.1335
u_core/core_i/id_stage_i/alu_operand_b_ex_o_reg[7]	RSTB	160.2960	222.1600	160-180,220-240	no	158	Off-grid	M1 (11)	138.6425	208.3250	120-140,200-220	no	25.6959
u_core/core_i/id_stage_i/alu_operand_b_ex_o_reg[7]	RSTB	160.2960	222.1645	160-180,220-240	no	158	Off-grid	M1 (11)	138.6425	208.3250	120-140,200-220	no	25.6984
u_core/core_i/id_stage_i/alu_operand_b_ex_o_reg[7]	RSTB	160.2960	222.1622	160-180,220-240	no	158	Off-grid	M1 (11)	138.6425	208.3250	120-140,200-220	no	25.6971
u_core/core_i/id_stage_i/alu_operand_b_ex_o_reg[8]	RSTB	159.6880	225.5040	140-160,220-240	no	158	Off-grid	M1 (11)	138.6425	208.3250	120-140,200-220	no	27.1667
u_core/core_i/id_stage_i/alu_operand_b_ex_o_reg[8]	RSTB	159.6880	225.5085	140-160,220-240	no	158	Off-grid	M1 (11)	138.6425	208.3250	120-140,200-220	no	27.1696
u_core/core_i/id_stage_i/alu_operand_b_ex_o_reg[8]	RSTB	159.6880	225.5062	140-160,220-240	no	158	Off-grid	M1 (11)	138.6425	208.3250	120-140,200-220	no	27.1681
u_core/core_i/id_stage_i/alu_operand_c_ex_o_reg[18]	RSTB	59.6720	299.0720	040-060,280-300	no	341	Off-grid	VIA1 (12)	92.1750	271.7120	080-100,260-280	no	42.4855
u_core/core_i/id_stage_i/alu_operand_c_ex_o_reg[18]	RSTB	59.6720	299.0765	040-060,280-300	no	341	Off-grid	VIA1 (12)	92.1750	271.7120	080-100,260-280	no	42.4884
u_core/core_i/id_stage_i/alu_operand_c_ex_o_reg[18]	RSTB	59.6720	299.0742	040-060,280-300	no	341	Off-grid	VIA1 (12)	92.1750	271.7120	080-100,260-280	no	42.4869
u_core/core_i/id_stage_i/alu_operand_c_ex_o_reg[28]	Q	80.3440	301.5040	080-100,300-320	no	341	Off-grid	VIA1 (12)	92.1750	271.7120	080-100,260-280	no	32.0552
u_core/core_i/id_stage_i/alu_operand_c_ex_o_reg[10]	SE	80.3440	305.2705	080-100,300-320	no	341	Off-grid	VIA1 (12)	92.1750	271.7120	080-100,260-280	no	35.5829
u_core/core_i/id_stage_i/alu_operand_c_ex_o_reg[10]	SE	80.3440	305.3040	080-100,300-320	no	341	Off-grid	VIA1 (12)	92.1750	271.7120	080-100,260-280	no	35.6145
u_core/core_i/id_stage_i/alu_operand_c_ex_o_reg[10]	SE	80.3440	305.2872	080-100,300-320	no	341	Off-grid	VIA1 (12)	92.1750	271.7120	080-100,260-280	no	35.5987
u_core/core_i/id_stage_i/alu_operand_c_ex_o_reg[15]	SE	59.6720	305.2705	040-060,300-320	no	341	Off-grid	VIA1 (12)	92.1750	271.7120	080-100,260-280	no	46.7185
u_core/core_i/id_stage_i/alu_operand_c_ex_o_reg[15]	SE	59.6720	305.3040	040-060,300-320	no	341	Off-grid	VIA1 (12)	92.1750	271.7120	080-100,260-280	no	46.7426
u_core/core_i/id_stage_i/alu_operand_c_ex_o_reg[15]	SE	59.6720	305.2872	040-060,300-320	no	341	Off-grid	VIA1 (12)	92.1750	271.7120	080-100,260-280	no	46.7305
