cell_name	pin_name	point_x	point_y	point_bucket20	point_inside_hotspot	nearest_error_id	nearest_type	nearest_layer	nearest_cx	nearest_cy	nearest_bucket20	nearest_inside_hotspot	distance_um
u_core/core_i/id_stage_i/register_file_i/mem_reg[25][23]	Q	220.3360	23.9520	220-240,020-040	no	2	Needs fat contact	M1 (11)-M2 (13)	217.6000	29.1200	200-220,020-040	no	5.8476
u_core/core_i/id_stage_i/register_file_i/mem_reg[22][3]	SE	160.2960	44.4385	160-180,040-060	no	5	Needs fat contact	M1 (11)-M2 (13)	189.9360	44.3200	180-200,040-060	no	29.6402
u_core/core_i/id_stage_i/register_file_i/mem_reg[22][3]	SE	160.2960	44.4720	160-180,040-060	no	5	Needs fat contact	M1 (11)-M2 (13)	189.9360	44.3200	180-200,040-060	no	29.6404
u_core/core_i/id_stage_i/register_file_i/mem_reg[22][3]	SE	160.2960	44.4552	160-180,040-060	no	5	Needs fat contact	M1 (11)-M2 (13)	189.9360	44.3200	180-200,040-060	no	29.6403
u_core/core_i/id_stage_i/register_file_i/mem_reg[22][15]	RSTB	199.6640	44.9280	180-200,040-060	no	8	Diff net spacing	M1 (11)	199.3600	44.5355	180-200,040-060	no	0.4965
u_core/core_i/id_stage_i/register_file_i/mem_reg[22][15]	RSTB	199.6640	44.9325	180-200,040-060	no	8	Diff net spacing	M1 (11)	199.3600	44.5355	180-200,040-060	no	0.5000
u_core/core_i/id_stage_i/register_file_i/mem_reg[22][15]	RSTB	199.6640	44.9302	180-200,040-060	no	8	Diff net spacing	M1 (11)	199.3600	44.5355	180-200,040-060	no	0.4982
u_core/core_i/id_stage_i/register_file_i/mem_reg[21][17]	CLK	200.4240	40.2160	200-220,040-060	no	8	Diff net spacing	M1 (11)	199.3600	44.5355	180-200,040-060	no	4.4486
u_core/core_i/id_stage_i/register_file_i/mem_reg[21][17]	CLK	200.4240	40.2260	200-220,040-060	no	8	Diff net spacing	M1 (11)	199.3600	44.5355	180-200,040-060	no	4.4389
u_core/core_i/id_stage_i/register_file_i/mem_reg[21][30]	QN	199.6640	39.6080	180-200,020-040	no	7	Needs fat contact	M1 (11)-M2 (13)	195.7120	39.1520	180-200,020-040	no	3.9782
u_core/core_i/id_stage_i/register_file_i/mem_reg[20][5]	SE	159.6880	64.5025	140-160,060-080	no	39	Off-grid	M1 (11)	155.9080	84.4225	140-160,080-100	no	20.2755
u_core/core_i/id_stage_i/register_file_i/mem_reg[20][5]	SE	159.6880	64.5360	140-160,060-080	no	39	Off-grid	M1 (11)	155.9080	84.4225	140-160,080-100	no	20.2426
u_core/core_i/id_stage_i/register_file_i/mem_reg[20][5]	SE	159.6880	64.5192	140-160,060-080	no	39	Off-grid	M1 (11)	155.9080	84.4225	140-160,080-100	no	20.2591
u_core/core_i/id_stage_i/register_file_i/mem_reg[20][25]	RSTB	180.3600	64.9920	180-200,060-080	no	23	Needs fat contact	M1 (11)-M2 (13)	187.6560	62.5600	180-200,060-080	no	7.6907
u_core/core_i/id_stage_i/register_file_i/mem_reg[20][25]	RSTB	180.3600	64.9965	180-200,060-080	no	23	Needs fat contact	M1 (11)-M2 (13)	187.6560	62.5600	180-200,060-080	no	7.6921
