ref_name	cell_name	pin_name	x	y	bucket20	inside_hotspot	line_no	point_index
SDFFARX1_RVT	u_core/core_i/if_stage_i/prefetch_buffer_i/instruction_obi_i/gen_no_trans_stable.obi_addr_q_reg[12]	SE	300.288	32.3455	300-320,020-040	no	120	2
SDFFARX1_RVT	u_core/core_i/if_stage_i/prefetch_buffer_i/instruction_obi_i/gen_no_trans_stable.obi_addr_q_reg[12]	SE	300.288	32.3287	300-320,020-040	no	120	3
SDFFARX1_RVT	u_core/core_i/if_stage_i/prefetch_buffer_i/instruction_obi_i/gen_no_trans_stable.obi_addr_q_reg[14]	Q	299.68	23.952	280-300,020-040	no	121	1
SDFFARX1_RVT	u_core/core_i/if_stage_i/prefetch_buffer_i/instruction_obi_i/gen_no_trans_stable.obi_addr_q_reg[15]	SE	300.288	25.624	300-320,020-040	no	122	1
SDFFARX1_RVT	u_core/core_i/if_stage_i/prefetch_buffer_i/instruction_obi_i/gen_no_trans_stable.obi_addr_q_reg[15]	SE	300.288	25.6575	300-320,020-040	no	122	2
SDFFARX1_RVT	u_core/core_i/if_stage_i/prefetch_buffer_i/instruction_obi_i/gen_no_trans_stable.obi_addr_q_reg[15]	SE	300.288	25.6407	300-320,020-040	no	122	3
SDFFARX1_RVT	u_core/core_i/if_stage_i/prefetch_buffer_i/prefetch_controller_i/trans_addr_q_reg[28]	SI	299.68	73.808	280-300,060-080	no	123	1
SDFFARX1_RVT	u_core/core_i/if_stage_i/prefetch_buffer_i/prefetch_controller_i/trans_addr_q_reg[28]	SI	299.68	73.8455	280-300,060-080	no	123	2
SDFFARX1_RVT	u_core/core_i/if_stage_i/prefetch_buffer_i/prefetch_controller_i/trans_addr_q_reg[28]	SI	299.68	73.8267	280-300,060-080	no	123	3
SDFFARX1_RVT	u_core/core_i/if_stage_i/prefetch_buffer_i/prefetch_controller_i/trans_addr_q_reg[28]	CLK	300.288	73.656	300-320,060-080	no	124	1
SDFFARX1_RVT	u_core/core_i/if_stage_i/prefetch_buffer_i/prefetch_controller_i/trans_addr_q_reg[28]	CLK	300.288	73.676	300-320,060-080	no	124	2
SDFFARX1_RVT	u_core/core_i/if_stage_i/prefetch_buffer_i/prefetch_controller_i/trans_addr_q_reg[28]	CLK	300.288	73.666	300-320,060-080	no	124	3
