ref_name	cell_name	pin_name	x	y	bucket20	inside_hotspot	line_no	point_index
SDFFARX1_RVT	u_core/core_i/id_stage_i/register_file_i/mem_reg[31][10]	CLK	40.368	66.968	040-060,060-080	no	1	1
SDFFARX1_RVT	u_core/core_i/id_stage_i/register_file_i/mem_reg[31][10]	CLK	40.368	66.978	040-060,060-080	no	1	2
SDFFARX1_RVT	u_core/core_i/id_stage_i/register_file_i/mem_reg[30][28]	RSTB	179.6	172.0	160-180,160-180	no	2	1
SDFFARX1_RVT	u_core/core_i/id_stage_i/register_file_i/mem_reg[30][28]	RSTB	179.6	172.0045	160-180,160-180	no	2	2
SDFFARX1_RVT	u_core/core_i/id_stage_i/register_file_i/mem_reg[30][28]	RSTB	179.6	172.0022	160-180,160-180	no	2	3
SDFFARX1_RVT	u_core/core_i/id_stage_i/register_file_i/mem_reg[29][5]	CLK	59.672	103.428	040-060,100-120	no	3	1
SDFFARX1_RVT	u_core/core_i/id_stage_i/register_file_i/mem_reg[29][5]	CLK	59.672	103.448	040-060,100-120	no	3	2
SDFFARX1_RVT	u_core/core_i/id_stage_i/register_file_i/mem_reg[29][5]	CLK	59.672	103.438	040-060,100-120	no	3	3
SDFFARX1_RVT	u_core/core_i/id_stage_i/register_file_i/mem_reg[28][9]	SE	80.344	112.568	080-100,100-120	no	4	1
SDFFARX1_RVT	u_core/core_i/id_stage_i/register_file_i/mem_reg[28][9]	SE	80.344	112.6015	080-100,100-120	no	4	2
SDFFARX1_RVT	u_core/core_i/id_stage_i/register_file_i/mem_reg[28][9]	SE	80.344	112.5847	080-100,100-120	no	4	3
SDFFARX1_RVT	u_core/core_i/id_stage_i/register_file_i/mem_reg[28][22]	Q	119.712	156.496	100-120,140-160	no	5	1
SDFFARX1_RVT	u_core/core_i/id_stage_i/register_file_i/mem_reg[27][30]	Q	80.344	137.648	080-100,120-140	no	6	1
SDFFARX1_RVT	u_core/core_i/id_stage_i/register_file_i/mem_reg[26][10]	QN	199.664	63.016	180-200,060-080	no	7	1
SDFFARX1_RVT	u_core/core_i/id_stage_i/register_file_i/mem_reg[25][23]	Q	220.336	23.952	220-240,020-040	no	8	1
SDFFARX1_RVT	u_core/core_i/id_stage_i/register_file_i/mem_reg[22][3]	SE	160.296	44.4385	160-180,040-060	no	9	1
SDFFARX1_RVT	u_core/core_i/id_stage_i/register_file_i/mem_reg[22][3]	SE	160.296	44.472	160-180,040-060	no	9	2
SDFFARX1_RVT	u_core/core_i/id_stage_i/register_file_i/mem_reg[22][3]	SE	160.296	44.4552	160-180,040-060	no	9	3
SDFFARX1_RVT	u_core/core_i/id_stage_i/register_file_i/mem_reg[22][15]	RSTB	199.664	44.928	180-200,040-060	no	10	1
SDFFARX1_RVT	u_core/core_i/id_stage_i/register_file_i/mem_reg[22][15]	RSTB	199.664	44.9325	180-200,040-060	no	10	2
SDFFARX1_RVT	u_core/core_i/id_stage_i/register_file_i/mem_reg[22][15]	RSTB	199.664	44.9302	180-200,040-060	no	10	3
SDFFARX1_RVT	u_core/core_i/id_stage_i/register_file_i/mem_reg[21][17]	CLK	200.424	40.216	200-220,040-060	no	11	1
SDFFARX1_RVT	u_core/core_i/id_stage_i/register_file_i/mem_reg[21][17]	CLK	200.424	40.226	200-220,040-060	no	11	2
SDFFARX1_RVT	u_core/core_i/id_stage_i/register_file_i/mem_reg[21][30]	QN	199.664	39.608	180-200,020-040	no	12	1
SDFFARX1_RVT	u_core/core_i/id_stage_i/register_file_i/mem_reg[20][5]	SE	159.688	64.5025	140-160,060-080	no	13	1
SDFFARX1_RVT	u_core/core_i/id_stage_i/register_file_i/mem_reg[20][5]	SE	159.688	64.536	140-160,060-080	no	13	2
SDFFARX1_RVT	u_core/core_i/id_stage_i/register_file_i/mem_reg[20][5]	SE	159.688	64.5192	140-160,060-080	no	13	3
SDFFARX1_RVT	u_core/core_i/id_stage_i/register_file_i/mem_reg[20][25]	RSTB	180.36	64.992	180-200,060-080	no	14	1
SDFFARX1_RVT	u_core/core_i/id_stage_i/register_file_i/mem_reg[20][25]	RSTB	180.36	64.9965	180-200,060-080	no	14	2
SDFFARX1_RVT	u_core/core_i/id_stage_i/register_file_i/mem_reg[20][25]	RSTB	180.36	64.9942	180-200,060-080	no	14	3
SDFFARX1_RVT	u_core/core_i/id_stage_i/register_file_i/mem_reg[20][26]	SE	160.296	57.8145	160-180,040-060	no	15	1
SDFFARX1_RVT	u_core/core_i/id_stage_i/register_file_i/mem_reg[20][26]	SE	160.296	57.848	160-180,040-060	no	15	2
SDFFARX1_RVT	u_core/core_i/id_stage_i/register_file_i/mem_reg[20][26]	SE	160.296	57.8312	160-180,040-060	no	15	3
SDFFARX1_RVT	u_core/core_i/id_stage_i/register_file_i/mem_reg[20][31]	SE	159.688	54.4705	140-160,040-060	no	16	1
SDFFARX1_RVT	u_core/core_i/id_stage_i/register_file_i/mem_reg[20][31]	SE	159.688	54.504	140-160,040-060	no	16	2
SDFFARX1_RVT	u_core/core_i/id_stage_i/register_file_i/mem_reg[20][31]	SE	159.688	54.4872	140-160,040-060	no	16	3
SDFFARX1_RVT	u_core/core_i/id_stage_i/register_file_i/mem_reg[19][1]	RSTB	199.664	34.896	180-200,020-040	no	17	1
SDFFARX1_RVT	u_core/core_i/id_stage_i/register_file_i/mem_reg[19][1]	RSTB	199.664	34.9005	180-200,020-040	no	17	2
SDFFARX1_RVT	u_core/core_i/id_stage_i/register_file_i/mem_reg[19][1]	RSTB	199.664	34.8982	180-200,020-040	no	17	3
SDFFARX1_RVT	u_core/core_i/id_stage_i/register_file_i/mem_reg[19][14]	Q	199.664	29.424	180-200,020-040	no	18	1
SDFFARX1_RVT	u_core/core_i/id_stage_i/register_file_i/mem_reg[18][10]	QN	119.712	26.232	100-120,020-040	no	19	1
SDFFARX1_RVT	u_core/core_i/id_stage_i/register_file_i/mem_reg[18][13]	RSTB	140.384	28.208	140-160,020-040	no	20	1
SDFFARX1_RVT	u_core/core_i/id_stage_i/register_file_i/mem_reg[18][13]	RSTB	140.384	28.2125	140-160,020-040	no	20	2
SDFFARX1_RVT	u_core/core_i/id_stage_i/register_file_i/mem_reg[18][13]	RSTB	140.384	28.2102	140-160,020-040	no	20	3
SDFFARX1_RVT	u_core/core_i/id_stage_i/register_file_i/mem_reg[18][18]	RSTB	159.688	31.552	140-160,020-040	no	21	1
SDFFARX1_RVT	u_core/core_i/id_stage_i/register_file_i/mem_reg[18][18]	RSTB	159.688	31.5565	140-160,020-040	no	21	2
SDFFARX1_RVT	u_core/core_i/id_stage_i/register_file_i/mem_reg[18][18]	RSTB	159.688	31.5542	140-160,020-040	no	21	3
SDFFARX1_RVT	u_core/core_i/id_stage_i/register_file_i/mem_reg[17][4]	RSTB	159.688	75.024	140-160,060-080	no	22	1
SDFFARX1_RVT	u_core/core_i/id_stage_i/register_file_i/mem_reg[17][4]	RSTB	159.688	75.0285	140-160,060-080	no	22	2
SDFFARX1_RVT	u_core/core_i/id_stage_i/register_file_i/mem_reg[17][4]	RSTB	159.688	75.0262	140-160,060-080	no	22	3
SDFFARX1_RVT	u_core/core_i/id_stage_i/register_file_i/mem_reg[16][18]	RSTB	119.712	51.9155	100-120,040-060	no	23	1
SDFFARX1_RVT	u_core/core_i/id_stage_i/register_file_i/mem_reg[16][18]	RSTB	119.712	51.92	100-120,040-060	no	23	2
SDFFARX1_RVT	u_core/core_i/id_stage_i/register_file_i/mem_reg[16][18]	RSTB	119.712	51.9177	100-120,040-060	no	23	3
SDFFARX1_RVT	u_core/core_i/id_stage_i/register_file_i/mem_reg[16][25]	CLK	119.712	53.592	100-120,040-060	no	24	1
SDFFARX1_RVT	u_core/core_i/id_stage_i/register_file_i/mem_reg[16][25]	CLK	119.712	53.612	100-120,040-060	no	24	2
SDFFARX1_RVT	u_core/core_i/id_stage_i/register_file_i/mem_reg[16][25]	CLK	119.712	53.602	100-120,040-060	no	24	3
SDFFARX1_RVT	u_core/core_i/id_stage_i/register_file_i/mem_reg[15][7]	CLK	220.336	80.02	220-240,080-100	no	25	1
SDFFARX1_RVT	u_core/core_i/id_stage_i/register_file_i/mem_reg[15][7]	CLK	220.336	80.04	220-240,080-100	no	25	2
SDFFARX1_RVT	u_core/core_i/id_stage_i/register_file_i/mem_reg[15][7]	CLK	220.336	80.03	220-240,080-100	no	25	3
SDFFARX1_RVT	u_core/core_i/id_stage_i/register_file_i/mem_reg[15][31]	RSTB	199.664	71.9795	180-200,060-080	no	26	1
SDFFARX1_RVT	u_core/core_i/id_stage_i/register_file_i/mem_reg[15][31]	RSTB	199.664	71.984	180-200,060-080	no	26	2
SDFFARX1_RVT	u_core/core_i/id_stage_i/register_file_i/mem_reg[15][31]	RSTB	199.664	71.9817	180-200,060-080	no	26	3
SDFFARX1_RVT	u_core/core_i/id_stage_i/register_file_i/mem_reg[14][3]	Q	80.344	119.712	080-100,100-120	no	27	1
SDFFARX1_RVT	u_core/core_i/id_stage_i/register_file_i/mem_reg[14][27]	RSTB	59.672	138.56	040-060,120-140	no	28	1
SDFFARX1_RVT	u_core/core_i/id_stage_i/register_file_i/mem_reg[14][27]	RSTB	59.672	138.5645	040-060,120-140	no	28	2
SDFFARX1_RVT	u_core/core_i/id_stage_i/register_file_i/mem_reg[14][27]	RSTB	59.672	138.5622	040-060,120-140	no	28	3
SDFFARX1_RVT	u_core/core_i/id_stage_i/register_file_i/mem_reg[13][21]	SE	220.336	144.7585	220-240,140-160	no	29	1
SDFFARX1_RVT	u_core/core_i/id_stage_i/register_file_i/mem_reg[13][21]	SE	220.336	144.792	220-240,140-160	no	29	2
SDFFARX1_RVT	u_core/core_i/id_stage_i/register_file_i/mem_reg[13][21]	SE	220.336	144.7752	220-240,140-160	no	29	3
SDFFARX1_RVT	u_core/core_i/id_stage_i/register_file_i/mem_reg[12][1]	SE	80.344	25.624	080-100,020-040	no	30	1
SDFFARX1_RVT	u_core/core_i/id_stage_i/register_file_i/mem_reg[12][1]	SE	80.344	25.6575	080-100,020-040	no	30	2
SDFFARX1_RVT	u_core/core_i/id_stage_i/register_file_i/mem_reg[12][1]	SE	80.344	25.6407	080-100,020-040	no	30	3
SDFFARX1_RVT	u_core/core_i/id_stage_i/register_file_i/mem_reg[11][9]	SE	160.296	21.0305	160-180,020-040	no	31	1
SDFFARX1_RVT	u_core/core_i/id_stage_i/register_file_i/mem_reg[11][9]	SE	160.296	21.064	160-180,020-040	no	31	2
SDFFARX1_RVT	u_core/core_i/id_stage_i/register_file_i/mem_reg[11][9]	SE	160.296	21.0472	160-180,020-040	no	31	3
SDFFARX1_RVT	u_core/core_i/id_stage_i/register_file_i/mem_reg[11][17]	Q	59.672	36.112	040-060,020-040	no	32	1
SDFFARX1_RVT	u_core/core_i/id_stage_i/register_file_i/mem_reg[11][19]	Q	59.672	39.456	040-060,020-040	no	33	1
SDFFARX1_RVT	u_core/core_i/id_stage_i/register_file_i/mem_reg[11][23]	SI	119.712	40.368	100-120,040-060	no	34	1
SDFFARX1_RVT	u_core/core_i/id_stage_i/register_file_i/mem_reg[11][23]	SI	119.712	40.4055	100-120,040-060	no	34	2
SDFFARX1_RVT	u_core/core_i/id_stage_i/register_file_i/mem_reg[11][23]	SI	119.712	40.3867	100-120,040-060	no	34	3
