ref_name	cell_name	pin_name	x	y	bucket20	inside_hotspot	line_no	point_index
SDFFARX1_RVT	u_core/core_i/cs_registers_i/mhpmcounter_q_reg[3][57]	RSTB	300.288	121.8445	300-320,120-140	no	114	2
SDFFARX1_RVT	u_core/core_i/cs_registers_i/mhpmcounter_q_reg[3][57]	RSTB	300.288	121.8422	300-320,120-140	no	114	3
SDFFARX1_RVT	u_core/core_i/cs_registers_i/mhpmcounter_q_reg[3][59]	CLK	279.616	123.816	260-280,120-140	no	115	1
SDFFARX1_RVT	u_core/core_i/cs_registers_i/mhpmcounter_q_reg[3][59]	CLK	279.616	123.826	260-280,120-140	no	115	2
SDFFARX1_RVT	u_core/core_i/cs_registers_i/mhpmcounter_q_reg[3][4]	Q	259.704	216.688	240-260,200-220	yes	116	1
SDFFARX1_RVT	u_core/core_i/cs_registers_i/mhpmcounter_q_reg[3][10]	Q	259.704	211.216	240-260,200-220	yes	117	1
SDFFARX1_RVT	u_core/core_i/cs_registers_i/mhpmcounter_q_reg[3][11]	SE	260.312	214.9825	260-280,200-220	yes	118	1
SDFFARX1_RVT	u_core/core_i/cs_registers_i/mhpmcounter_q_reg[3][11]	SE	260.312	215.016	260-280,200-220	yes	118	2
SDFFARX1_RVT	u_core/core_i/cs_registers_i/mhpmcounter_q_reg[3][11]	SE	260.312	214.9992	260-280,200-220	yes	118	3
SDFFARX1_RVT	u_core/core_i/cs_registers_i/mhpmcounter_q_reg[3][24]	SE	299.68	198.2625	280-300,180-200	no	119	1
SDFFARX1_RVT	u_core/core_i/cs_registers_i/mhpmcounter_q_reg[3][24]	SE	299.68	198.296	280-300,180-200	no	119	2
SDFFARX1_RVT	u_core/core_i/cs_registers_i/mhpmcounter_q_reg[3][24]	SE	299.68	198.2792	280-300,180-200	no	119	3
SDFFARX1_RVT	u_core/core_i/cs_registers_i/mstatus_q_reg[mie]	RSTB	199.664	88.4	180-200,080-100	no	120	1
SDFFARX1_RVT	u_core/core_i/cs_registers_i/mstatus_q_reg[mie]	RSTB	199.664	88.4045	180-200,080-100	no	120	2
SDFFARX1_RVT	u_core/core_i/cs_registers_i/mstatus_q_reg[mie]	RSTB	199.664	88.4022	180-200,080-100	no	120	3
SDFFARX1_RVT	u_core/core_i/cs_registers_i/depc_q_reg[17]	RSTB	259.552	68.6355	240-260,060-080	no	121	1
