tag	error_id	error_type	error_layer	cx	cy	bucket20	x1	y1	x2	y2
Off-grid_VIA1_12_73	73	Off-grid	VIA1 (12)	174.734	225.048	160-180,220-240	174.7090	224.9470	174.7590	225.1490
Off-grid_M2_13_74	74	Off-grid	M2 (13)	174.734	225.048	160-180,220-240	174.7040	224.9170	174.7640	225.1790
Off-grid_M2_13_75	75	Off-grid	M2 (13)	195.71	221.704	180-200,220-240	195.6800	221.5730	195.7400	221.8350
Off-grid_VIA1_12_76	76	Off-grid	VIA1 (12)	195.71	221.704	180-200,220-240	195.6850	221.6030	195.7350	221.8050
Off-grid_M2_13_77	77	Off-grid	M2 (13)	211.366	222.92	200-220,220-240	211.3360	222.7890	211.3960	223.0510
Off-grid_VIA1_12_78	78	Off-grid	VIA1 (12)	211.366	222.92	200-220,220-240	211.3410	222.8190	211.3910	223.0210
Off-grid_M2_13_79	79	Off-grid	M2 (13)	225.325	226.264	220-240,220-240	225.2700	226.1580	225.3800	226.3700
Off-grid_VIA1_12_80	80	Off-grid	VIA1 (12)	225.325	226.264	220-240,220-240	225.3000	226.1630	225.3500	226.3650
Off-grid_M2_13_81	81	Off-grid	M2 (13)	216.965	218.36	200-220,200-220	216.9100	218.2540	217.0200	218.4660
Off-grid_VIA1_12_82	82	Off-grid	VIA1 (12)	216.965	218.36	200-220,200-220	216.9400	218.2590	216.9900	218.4610
Off-grid_M2_13_83	83	Off-grid	M2 (13)	234.597	222.92	220-240,220-240	234.5420	222.8140	234.6520	223.0260
Off-grid_VIA1_12_84	84	Off-grid	VIA1 (12)	234.597	222.92	220-240,220-240	234.5720	222.8190	234.6220	223.0210
Off-grid_M2_13_87	87	Off-grid	M2 (13)	268.214	226.264	260-280,220-240	268.1840	226.1330	268.2440	226.3950
Off-grid_VIA1_12_88	88	Off-grid	VIA1 (12)	268.214	226.264	260-280,220-240	268.1890	226.1630	268.2390	226.3650
Off-grid_VIA1_12_91	91	Off-grid	VIA1 (12)	298.462	245.112	280-300,240-260	298.4370	245.0110	298.4870	245.2130
Off-grid_M2_13_92	92	Off-grid	M2 (13)	298.462	245.112	280-300,240-260	298.4320	244.9810	298.4920	245.2430
Off-grid_VIA1_12_93	93	Off-grid	VIA1 (12)	186.742	256.36	180-200,240-260	186.7170	256.2590	186.7670	256.4610
Off-grid_M2_13_94	94	Off-grid	M2 (13)	186.742	256.36	180-200,240-260	186.7120	256.2290	186.7720	256.4910
Off-grid_M2_13_95	95	Off-grid	M2 (13)	211.062	253.016	200-220,240-260	211.0320	252.8850	211.0920	253.1470
Off-grid_VIA1_12_96	96	Off-grid	VIA1 (12)	211.062	253.016	200-220,240-260	211.0370	252.9150	211.0870	253.1170
Off-grid_VIA1_12_97	97	Off-grid	VIA1 (12)	246.301	261.68	240-260,260-280	246.2760	261.5790	246.3260	261.7810
Off-grid_M2_13_98	98	Off-grid	M2 (13)	246.301	261.68	240-260,260-280	246.2460	261.5740	246.3560	261.7860
Off-grid_VIA1_12_99	99	Off-grid	VIA1 (12)	49.309	269.736	040-060,260-280	49.2840	269.6350	49.3340	269.8370
Off-grid_M2_13_100	100	Off-grid	M2 (13)	49.309	269.736	040-060,260-280	49.2540	269.6300	49.3640	269.8420
Off-grid_VIA1_12_101	101	Off-grid	VIA1 (12)	242.805	275.056	240-260,260-280	242.7800	274.9550	242.8300	275.1570
